9	43	987654321098765	2	Teltonika2	Non-Aktif	4.0	-7.250000	112.750000	2024-10-01 14:07:03.597887	INSERT
14	43	987654321098765	2	Teltonika2	Non-Aktif	4.0	-7.250000	112.750000	2024-10-01 14:07:03.597887	INSERT
5	43	987654321098765	2	Teltonika2	Non-Aktif	4.0	-7.250000	112.750000	2024-10-01 14:07:03.597887	INSERT
10	43	987654321098765	2	Teltonika2	Non-Aktif	4.0	-7.250000	112.750000	2024-10-01 14:07:03.597887	INSERT
15	43	987654321098765	2	Teltonika2	Non-Aktif	4.0	-7.250000	112.750000	2024-10-01 14:07:03.597887	INSERT
1	44	135792468013579	3	Teltonika3	Aktif	2.5	-6.914744	107.609810	2024-10-01 14:07:03.597887	INSERT
6	44	135792468013579	3	Teltonika3	Aktif	2.5	-6.914744	107.609810	2024-10-01 14:07:03.597887	INSERT
11	44	135792468013579	3	Teltonika3	Aktif	2.5	-6.914744	107.609810	2024-10-01 14:07:03.597887	INSERT
2	44	135792468013579	3	Teltonika3	Aktif	2.5	-6.914744	107.609810	2024-10-01 14:07:03.597887	INSERT
7	44	135792468013579	3	Teltonika3	Aktif	2.5	-6.914744	107.609810	2024-10-01 14:07:03.597887	INSERT
12	44	135792468013579	3	Teltonika3	Aktif	2.5	-6.914744	107.609810	2024-10-01 14:07:03.597887	INSERT
3	44	135792468013579	3	Teltonika3	Aktif	2.5	-6.914744	107.609810	2024-10-01 14:07:03.597887	INSERT
8	44	135792468013579	3	Teltonika3	Aktif	2.5	-6.914744	107.609810	2024-10-01 14:07:03.597887	INSERT
13	44	135792468013579	3	Teltonika3	Aktif	2.5	-6.914744	107.609810	2024-10-01 14:07:03.597887	INSERT
4	44	135792468013579	3	Teltonika3	Aktif	2.5	-6.914744	107.609810	2024-10-01 14:07:03.597887	INSERT
9	44	135792468013579	3	Teltonika3	Aktif	2.5	-6.914744	107.609810	2024-10-01 14:07:03.597887	INSERT
14	44	135792468013579	3	Teltonika3	Aktif	2.5	-6.914744	107.609810	2024-10-01 14:07:03.597887	INSERT
5	44	135792468013579	3	Teltonika3	Aktif	2.5	-6.914744	107.609810	2024-10-01 14:07:03.597887	INSERT
10	44	135792468013579	3	Teltonika3	Aktif	2.5	-6.914744	107.609810	2024-10-01 14:07:03.597887	INSERT
15	44	135792468013579	3	Teltonika3	Aktif	2.5	-6.914744	107.609810	2024-10-01 14:07:03.597887	INSERT
1	45	246801357924680	4	Teltonika4	Aktif	3.9	-7.559722	110.821389	2024-10-01 14:07:03.597887	INSERT
6	45	246801357924680	4	Teltonika4	Aktif	3.9	-7.559722	110.821389	2024-10-01 14:07:03.597887	INSERT
11	45	246801357924680	4	Teltonika4	Aktif	3.9	-7.559722	110.821389	2024-10-01 14:07:03.597887	INSERT
2	45	246801357924680	4	Teltonika4	Aktif	3.9	-7.559722	110.821389	2024-10-01 14:07:03.597887	INSERT
7	45	246801357924680	4	Teltonika4	Aktif	3.9	-7.559722	110.821389	2024-10-01 14:07:03.597887	INSERT
12	45	246801357924680	4	Teltonika4	Aktif	3.9	-7.559722	110.821389	2024-10-01 14:07:03.597887	INSERT
3	45	246801357924680	4	Teltonika4	Aktif	3.9	-7.559722	110.821389	2024-10-01 14:07:03.597887	INSERT
8	45	246801357924680	4	Teltonika4	Aktif	3.9	-7.559722	110.821389	2024-10-01 14:07:03.597887	INSERT
13	45	246801357924680	4	Teltonika4	Aktif	3.9	-7.559722	110.821389	2024-10-01 14:07:03.597887	INSERT
4	45	246801357924680	4	Teltonika4	Aktif	3.9	-7.559722	110.821389	2024-10-01 14:07:03.597887	INSERT
9	45	246801357924680	4	Teltonika4	Aktif	3.9	-7.559722	110.821389	2024-10-01 14:07:03.597887	INSERT
14	45	246801357924680	4	Teltonika4	Aktif	3.9	-7.559722	110.821389	2024-10-01 14:07:03.597887	INSERT
5	45	246801357924680	4	Teltonika4	Aktif	3.9	-7.559722	110.821389	2024-10-01 14:07:03.597887	INSERT
10	45	246801357924680	4	Teltonika4	Aktif	3.9	-7.559722	110.821389	2024-10-01 14:07:03.597887	INSERT
15	45	246801357924680	4	Teltonika4	Aktif	3.9	-7.559722	110.821389	2024-10-01 14:07:03.597887	INSERT
1	46	975312468024680	5	Teltonika5	Non-Aktif	4.2	-6.990000	110.420000	2024-10-01 14:07:03.597887	INSERT
6	46	975312468024680	5	Teltonika5	Non-Aktif	4.2	-6.990000	110.420000	2024-10-01 14:07:03.597887	INSERT
11	46	975312468024680	5	Teltonika5	Non-Aktif	4.2	-6.990000	110.420000	2024-10-01 14:07:03.597887	INSERT
2	46	975312468024680	5	Teltonika5	Non-Aktif	4.2	-6.990000	110.420000	2024-10-01 14:07:03.597887	INSERT
7	46	975312468024680	5	Teltonika5	Non-Aktif	4.2	-6.990000	110.420000	2024-10-01 14:07:03.597887	INSERT
12	46	975312468024680	5	Teltonika5	Non-Aktif	4.2	-6.990000	110.420000	2024-10-01 14:07:03.597887	INSERT
3	46	975312468024680	5	Teltonika5	Non-Aktif	4.2	-6.990000	110.420000	2024-10-01 14:07:03.597887	INSERT
8	46	975312468024680	5	Teltonika5	Non-Aktif	4.2	-6.990000	110.420000	2024-10-01 14:07:03.597887	INSERT
13	46	975312468024680	5	Teltonika5	Non-Aktif	4.2	-6.990000	110.420000	2024-10-01 14:07:03.597887	INSERT
4	46	975312468024680	5	Teltonika5	Non-Aktif	4.2	-6.990000	110.420000	2024-10-01 14:07:03.597887	INSERT
9	46	975312468024680	5	Teltonika5	Non-Aktif	4.2	-6.990000	110.420000	2024-10-01 14:07:03.597887	INSERT
14	46	975312468024680	5	Teltonika5	Non-Aktif	4.2	-6.990000	110.420000	2024-10-01 14:07:03.597887	INSERT
5	46	975312468024680	5	Teltonika5	Non-Aktif	4.2	-6.990000	110.420000	2024-10-01 14:07:03.597887	INSERT
10	46	975312468024680	5	Teltonika5	Non-Aktif	4.2	-6.990000	110.420000	2024-10-01 14:07:03.597887	INSERT
15	46	975312468024680	5	Teltonika5	Non-Aktif	4.2	-6.990000	110.420000	2024-10-01 14:07:03.597887	INSERT
\.


